Binary,Function,Type,LINK,Attack
psql,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/psql
ptx,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ptx
puppet,"Function: Shell, File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/puppet
python,"Function: Shell, Reverse shell, File upload, File download, File write, File read, Library load, SUID, Sudo, Capabilities",Type: Binaries,https://gtfobins.github.io/gtfobins/python
rake,"Function: Shell, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rake
readelf,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/readelf
red,"Function: File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/red
redcarpet,"Function: File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/redcarpet
restic,"Function: File upload, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/restic
rev,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/rev
rlogin,Function: File upload,Type: Binaries,https://gtfobins.github.io/gtfobins/rlogin
rlwrap,"Function: Shell, File write, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/rlwrap
rpm,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rpm
rpmdb,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rpmdb
rpmquery,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rpmquery
rpmverify,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rpmverify
rsync,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/rsync
ruby,"Function: Shell, Reverse shell, File upload, File download, File write, File read, Library load, Sudo, Capabilities",Type: Binaries,https://gtfobins.github.io/gtfobins/ruby
run-mailcap,"Function: Shell, File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/run-mailcap
run-parts,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/run-parts
review,"Function: Shell, Reverse shell, Non-interactive reverse shell, Non-interactive bind shell, File upload, File download, File write, File read, Library load, SUID, Sudo, Capabilities, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rview
rvim,"Function: Shell, Reverse shell, Non-interactive reverse shell, Non-interactive bind shell, File upload, File download, File write, File read, Library load, SUID, Sudo, Capabilities, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/rvim
sash,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/sash
scanmem,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/scanmem
scp,"Function: Shell, File upload, File download, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/scp
screen,"Function: Shell, File write, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/screen
script,"Function: Shell, File write, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/script
scrot,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/scrot
sed,"Function: Shell, Command, File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/sed
service,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/service
setarch,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/setarch
setfacl,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/setfacl
sftp,"Function: Shell, File upload, File download, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/sftp
sg,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/sg
shuf,"Function: File write, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/shuf
slsh,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/slsh
smbclient,"Function: Shell, File upload, File download, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/smbclient
snap,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/snap
socat,"Function: Shell, Reverse shell, Bind shell, File upload, File download, File write, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/socat
soelim,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/soelim
sort,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/sort
split,"Function: Shell, Command, File write, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/split
sqlite3,"Function: Shell, File write, File read, SUID, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/sqlite3
ss,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ss
ssh-keygen,"Function: Library Load, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ssh-keygen
ssh-keyscan,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ssh-keyscan
ssh,"Function: Shell, File upload, File download, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/ssh
sshpass,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/sshpass
start-stop-daemon,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/start-stop-daemon
